wavelength,flux
4160.065,361.3579
4161.022,374.5485
4161.979,366.5459
4162.939,370.8548
4163.896,363.8169
4164.856,364.7963
4165.815,377.4805
4166.775,377.4669
4167.734,375.2571
4168.693,366.4496
4169.654,356.2301
4170.613,361.0858
4171.575,369.2198
4172.535,370.0821
4173.497,355.8980
4174.457,369.0198
4175.417,371.1966
4176.380,360.9792
4177.341,364.4675
4178.304,367.5724
4179.265,356.2013
4180.229,354.7625
4181.191,370.8816
4182.155,361.7200
4183.117,360.1632
4184.080,358.3941
4185.044,365.5760
4186.007,358.5836
4186.972,352.8709
4187.936,358.9640
4188.901,360.4084
4189.865,359.6575
4190.829,369.2240
4191.795,366.6094
4192.759,366.2428
4193.726,361.9732
4194.691,360.6169
4195.658,363.6005
4196.624,366.4153
4197.589,364.7968
4198.557,365.7910
4199.523,366.1810
4200.491,365.4285
4201.458,365.7141
4202.426,367.7810
4203.393,375.8347
4204.360,357.9133
4205.330,369.4538
4206.297,367.7337
4207.267,364.9858
4208.235,363.2229
4209.205,367.9823
4210.174,365.6970
4211.142,360.5107
4212.113,359.7154
4213.082,359.7438
4214.054,360.9321
4215.023,358.6398
4215.995,351.2263
4216.965,354.5419
4217.935,354.2996
4218.908,361.4652
4219.878,367.8839
4220.852,366.6087
4221.822,358.5368
4222.796,356.7252
4223.768,360.8280
4224.739,361.9496
4225.713,364.3128
4226.686,366.1689
4227.660,355.4450
4228.633,361.9626
4229.608,360.1156
4230.581,356.8332
4231.554,361.3541
4232.530,357.5371
4233.503,358.3467
4234.480,363.4771
4235.454,358.4707
4236.431,350.7719
4237.405,346.7255
4238.380,342.0199
4239.357,354.5841
4240.333,361.3560
4241.311,349.1103
4242.286,356.5494
4243.264,356.6583
4244.241,353.8127
4245.217,348.6676
4246.196,358.0642
4247.173,358.2475
4248.152,356.4114
4249.129,365.1757
4250.109,359.0282
4251.087,351.8775
4252.065,349.1653
4253.045,342.3643
4254.024,364.2732
4255.005,347.5697
4255.983,359.1230
4256.965,352.5168
4257.944,353.2927
4258.926,353.2280
4259.906,352.9427
4260.886,352.4403
4261.869,347.6068
4262.849,351.0494
4263.832,350.6457
4264.813,348.6981
4265.796,349.7468
4266.778,353.2218
4267.759,355.7653
4268.743,355.4316
4269.726,355.6409
4270.710,352.7268
4271.692,354.1998
4272.677,359.5437
4273.661,355.1221
4274.644,344.0474
4275.629,347.1882
4276.613,356.3706
4277.599,347.6211
4278.583,349.5671
4279.570,350.2773
4280.554,360.3351
4281.539,356.8943
4282.526,345.1701
4283.512,351.3454
4284.499,358.2231
4285.485,347.8941
4286.473,341.5398
4287.459,350.5482
4288.445,351.9605
4289.435,348.1706
4290.421,352.2546
4291.411,347.3006
4292.398,346.5384
4293.388,342.8085
4294.375,346.5964
4295.363,347.6866
4296.354,349.1762
4297.342,342.3517
4298.333,343.1514
4299.322,351.3875
4300.313,346.7079
4301.303,347.3990
4302.292,350.9563
4303.284,339.3361
4304.274,346.2818
4305.267,338.5528
4306.257,344.8287
4307.250,346.2031
4308.241,344.4835
4309.232,341.1895
4310.226,337.9624
4311.217,336.4892
4312.211,336.6874
4313.204,339.1886
4314.198,340.9214
4315.190,338.0841
4316.184,339.0079
4317.179,334.6150
4318.172,341.2567
4319.167,331.8199
4320.161,342.4189
4321.157,339.3834
4322.151,334.2856
4323.146,333.8913
4324.143,345.6596
4325.138,346.5406
4326.135,332.3770
4327.130,338.6884
4328.128,341.4952
4329.124,334.0740
4330.120,341.9076
4331.118,333.5540
4332.114,342.8450
4333.113,334.8339
4334.110,310.1722
4335.110,324.0332
4336.107,334.6683
4337.107,333.0838
4338.104,333.0443
4339.103,335.6206
4340.103,334.5343
4341.102,322.2258
4342.103,317.1607
4343.102,317.2918
4344.103,331.0110
4345.103,332.7649
4346.102,338.7363
4347.104,325.4317
4348.104,324.6627
4349.107,323.3318
4350.107,324.4373
4351.110,329.7388
4352.111,335.4122
4353.113,335.2686
4354.117,329.5173
4355.118,333.4043
4356.123,331.6347
4357.125,325.4094
4358.129,329.9514
4359.132,331.8719
4360.135,332.5856
4361.140,344.6560
4362.144,333.9737
4363.149,329.6002
4364.153,335.8764
4365.159,340.0013
4366.164,343.9774
4367.168,349.3760
4368.175,350.0494
4369.180,345.3269
4370.188,339.3086
4371.193,334.9531
4372.201,332.8931
4373.207,327.1040
4374.213,330.0453
4375.221,326.9377
4376.228,319.5703
4377.237,322.3421
4378.244,321.0474
4379.253,319.1085
4380.261,320.9574
4381.269,321.6436
4382.279,325.4265
4383.287,325.3876
4384.298,318.1997
4385.307,323.7401
4386.318,322.8215
4387.327,327.8844
4388.336,319.7809
4389.348,317.5498
4390.358,317.8324
4391.370,320.8102
4392.380,321.4145
4393.394,317.4650
4394.404,323.4863
4395.415,328.9370
4396.429,318.2329
4397.440,317.9055
4398.454,321.2431
4399.466,320.7325
4400.480,319.5486
4401.493,321.0071
4402.505,322.4251
4403.521,323.1094
4404.534,326.1711
4405.549,318.8544
4406.562,318.6338
4407.579,329.7749
4408.593,331.0918
4409.607,326.8340
4410.624,324.8019
4411.639,314.4471
4412.656,314.3279
4413.671,319.1776
4414.688,309.2650
4415.704,312.0478
4416.723,310.7937
4417.739,313.2226
4418.755,308.6507
4419.774,306.7771
4420.791,308.0670
4421.810,306.9046
4422.827,315.3201
4423.847,310.4849
4424.865,304.1762
4425.883,314.2647
4426.903,307.0372
4427.922,311.8158
4428.943,301.2597
4429.962,304.6082
4430.983,304.4857
4432.002,299.9409
4433.022,294.9019
4434.044,305.4471
4435.064,305.7478
4436.087,305.0506
4437.108,306.1366
4438.131,302.5860
4439.152,303.2939
4440.173,303.3394
4441.197,294.8904
4442.219,295.2039
4443.243,298.5974
4444.265,303.8295
4445.290,298.7252
4446.312,305.5216
4447.335,303.8941
4448.361,304.8300
4449.384,307.9810
4450.411,294.7279
4451.434,296.7198
4452.461,302.5718
4453.485,301.0941
4454.510,296.0485
4455.537,295.6244
4456.562,298.1042
4457.589,295.5812
4458.615,300.4669
4459.643,297.1744
4460.669,295.8991
4461.695,296.3468
4462.724,290.7569
4463.750,298.6280
4464.780,298.0584
4465.807,294.5532
4466.837,283.9645
4467.864,290.9861
4468.892,297.6555
4469.923,292.8002
4470.951,292.9633
4471.982,297.5672
4473.011,292.5898
4474.042,288.1637
4475.072,293.4197
4476.101,293.3110
4477.133,290.7165
4478.163,290.7616
4479.196,291.3313
4480.227,290.7076
4481.259,292.4525
4482.291,284.9005
4483.321,292.5641
4484.355,289.4830
4485.387,286.0079
4486.421,289.4720
4487.454,284.4378
4488.488,280.1541
4489.521,287.3345
4490.554,286.4880
4491.589,279.9968
4492.623,284.6386
4493.658,284.0399
4494.692,282.1055
4495.729,290.5284
4496.763,284.3072
4497.800,285.0744
4498.834,284.2521
4499.870,285.2743
4500.907,288.5477
4501.942,281.8879
4502.980,280.8006
4504.017,284.8038
4505.055,285.3331
4506.091,286.1469
4507.128,280.2191
4508.167,290.5869
4509.205,288.7197
4510.245,285.9668
4511.282,285.9882
4512.322,283.5253
4513.360,280.0250
4514.398,282.9415
4515.439,279.8295
4516.479,288.4169
4517.520,285.8123
4518.559,278.7924
4519.601,287.2811
4520.641,287.5833
4521.681,284.4732
4522.724,287.4171
4523.764,280.0292
4524.807,293.1216
4525.848,285.0961
4526.892,281.8697
4527.933,286.4464
4528.975,293.7263
4530.019,290.9882
4531.061,296.4994
4532.106,298.5624
4533.149,298.1219
4534.194,300.2849
4535.237,296.4884
4536.280,297.5783
4537.327,301.9561
4538.370,299.7315
4539.417,293.9418
4540.461,290.6047
4541.508,287.7507
4542.553,284.9848
4543.598,285.0808
4544.646,283.9373
4545.691,289.2892
4546.739,281.5472
4547.785,281.6701
4548.834,288.7341
4549.880,290.1063
4550.927,278.3213
4551.977,282.1879
4553.024,280.8183
4554.074,276.8535
4555.122,280.0258
4556.172,283.8346
4557.220,284.5819
4558.269,282.6121
4559.319,279.3773
4560.368,281.5294
4561.420,282.0928
4562.469,280.6192
4563.521,277.4406
4564.571,280.8744
4565.621,281.1791
4566.674,269.5114
4567.725,275.4300
4568.778,275.4992
4569.829,279.5096
4570.883,279.0654
4571.934,268.4267
4572.989,272.5102
4574.041,274.3346
4575.093,269.6609
4576.148,273.0634
4577.201,277.3964
4578.256,274.3054
4579.309,271.5784
4580.365,277.9546
4581.419,272.3064
4582.473,271.8379
4583.530,259.3654
4584.584,268.2694
4585.641,261.3700
4586.696,265.3889
4587.754,263.1049
4588.809,276.5674
4589.865,267.2492
4590.923,260.5563
4591.979,265.1682
4593.039,264.1023
4594.095,262.1087
4595.154,262.1695
4596.211,259.8570
4597.269,264.8987
4598.329,269.9181
4599.387,263.7986
4600.447,263.3060
4601.506,260.4279
4602.567,262.6740
4603.625,259.2810
4604.685,265.1137
4605.747,267.2156
4606.806,260.1624
4607.869,264.2391
4608.929,261.2731
4609.991,258.9687
4611.052,262.1566
4612.113,262.4901
4613.176,261.6822
4614.237,260.6868
4615.301,260.7599
4616.363,262.2451
4617.428,261.2222
4618.490,261.2980
4619.552,261.8586
4620.618,263.2121
4621.681,258.5037
4622.747,259.9725
4623.810,257.1249
4624.876,261.4475
4625.940,259.4612
4627.004,256.4840
4628.071,257.1918
4629.136,260.8982
4630.203,258.4781
4631.269,258.5900
4632.336,258.8007
4633.402,254.4973
4634.468,255.6142
4635.537,257.7585
4636.603,255.6584
4637.672,256.1379
4638.739,256.0554
4639.809,257.9926
4640.876,256.4010
4641.944,256.7537
4643.014,257.3011
4644.083,249.6629
4645.153,254.8178
4646.222,251.6310
4647.293,253.9821
4648.362,248.3953
4649.432,253.0393
4650.504,253.5679
4651.574,254.4754
4652.646,246.2107
4653.717,250.1219
4654.790,248.3979
4655.861,252.8220
4656.935,255.9930
4658.006,248.5960
4659.077,251.0808
4660.152,249.3199
4661.224,247.3717
4662.298,246.1669
4663.371,252.3904
4664.446,250.9048
4665.520,249.9842
4666.593,248.2365
4667.669,246.9091
4668.743,250.8370
4669.819,244.9006
4670.894,251.6886
4671.971,244.2955
4673.045,245.2833
4674.121,247.4569
4675.198,247.4563
4676.274,247.6010
4677.352,248.2032
4678.428,246.2139
4679.507,244.7260
4680.583,245.6528
4681.660,247.4680
4682.740,248.3010
4683.817,245.9374
4684.897,244.8051
4685.975,238.9430
4687.056,243.5613
4688.134,242.9264
4689.212,241.2923
4690.293,241.5202
4691.373,239.1158
4692.455,240.2784
4693.534,242.4749
4694.616,239.2325
4695.696,240.8658
4696.776,239.6157
4697.859,241.9349
4698.940,244.6471
4700.024,240.8940
4701.105,240.7350
4702.189,242.2425
4703.271,240.0436
4704.353,242.3657
4705.438,246.3278
4706.520,242.7755
4707.605,239.9521
4708.688,239.8666
4709.774,240.7971
4710.858,235.9399
4711.941,249.2526
4713.028,248.1417
4714.112,245.8292
4715.199,240.0808
4716.284,247.1709
4717.372,242.3055
4718.457,241.3575
4719.542,247.6532
4720.631,243.4461
4721.717,233.6398
4722.806,240.2355
4723.892,242.3709
4724.981,234.2563
4726.068,235.2710
4727.155,237.8889
4728.246,233.9089
4729.333,237.8335
4730.424,242.2766
4731.512,239.1108
4732.603,239.6368
4733.692,235.4956
4734.781,240.6570
4735.873,242.8005
4736.962,236.5046
4738.055,241.0265
4739.145,235.7307
4740.237,236.6185
4741.328,234.3542
4742.421,233.9514
4743.512,235.2395
4744.604,234.9185
4745.697,233.9267
4746.789,236.6498
4747.884,238.0323
4748.976,232.7486
4750.071,230.6899
4751.164,233.6458
4752.257,234.0644
4753.353,232.0626
4754.446,236.2596
4755.542,238.4351
4756.637,236.4346
4757.733,236.8764
4758.828,234.0131
4759.923,233.0778
4761.021,235.5273
4762.116,234.0410
4763.214,239.6400
4764.310,236.5463
4765.408,232.4288
4766.504,237.7018
4767.601,238.1541
4768.700,237.2592
4769.797,239.5042
4770.897,244.0358
4771.995,235.2402
4773.095,236.8941
4774.193,243.6392
4775.292,233.9373
4776.393,237.9201
4777.492,241.7805
4778.593,238.7066
4779.692,229.9162
4780.795,230.6370
4781.895,234.3364
4782.995,234.7607
4784.098,237.8493
4785.198,238.9764
4786.302,235.3984
4787.403,235.0735
4788.507,236.4004
4789.608,232.7239
4790.710,229.1523
4791.815,232.0781
4792.917,235.9360
4794.022,236.6333
4795.125,235.6770
4796.231,229.0693
4797.334,230.4420
4798.438,226.0350
4799.544,230.7154
4800.649,227.9698
4801.756,228.9651
4802.860,233.5751
4803.968,235.9716
4805.073,229.8824
4806.178,237.9014
4807.287,237.1125
4808.393,237.3205
4809.501,234.9156
4810.608,230.4876
4811.717,223.8445
4812.824,227.9746
4813.931,233.5628
4815.042,229.6620
4816.149,225.3672
4817.260,228.8950
4818.368,232.3286
4819.479,230.1889
4820.588,232.4301
4821.697,228.6965
4822.809,226.7190
4823.918,231.1789
4825.030,232.7207
4826.140,227.5148
4827.253,227.3085
4828.364,227.5763
4829.477,223.0231
4830.588,233.1999
4831.699,227.8032
4832.813,221.8586
4833.925,228.6299
4835.040,227.3737
4836.152,225.2545
4837.268,224.1458
4838.380,221.0547
4839.494,225.7338
4840.609,226.6891
4841.723,220.8181
4842.839,224.9613
4843.954,224.0623
4845.071,219.4072
4846.185,223.0685
4847.300,228.1695
4848.418,224.2553
4849.533,224.3956
4850.651,227.0548
4851.768,223.8139
4852.886,223.7142
4854.002,222.9998
4855.119,223.3788
4856.239,228.6176
4857.356,228.6448
4858.476,225.4402
4859.594,222.5744
4860.714,231.4644
4861.833,230.6168
4862.951,226.3291
4864.072,228.0118
4865.191,226.6572
4866.313,227.1410
4867.433,223.0917
4868.555,220.6810
4869.675,224.9108
4870.795,223.1921
4871.919,227.0303
4873.040,225.1900
4874.163,224.7950
4875.285,220.7259
4876.409,220.6592
4877.531,222.2089
4878.653,224.8463
4879.778,222.9667
4880.900,218.3441
4882.026,220.6357
4883.149,216.6027
4884.275,216.7230
4885.398,215.7230
4886.522,216.1955
4887.649,215.2054
4888.773,211.0891
4889.901,215.2838
4891.026,221.2409
4892.154,214.9870
4893.279,210.5789
4894.405,212.3414
4895.534,207.9287
4896.660,212.7589
4897.789,210.9935
4898.916,211.0550
4900.045,215.3143
4901.172,214.1697
4902.300,219.1523
4903.431,213.3903
4904.559,210.7106
4905.689,210.1318
4906.818,211.5656
4907.950,212.0977
4909.079,211.1923
4910.208,210.2092
4911.340,217.3852
4912.470,209.3102
4913.603,212.0667
4914.733,209.2001
4915.867,216.2686
4916.998,211.5687
4918.131,216.5282
4919.263,210.3655
4920.395,209.4742
4921.529,204.2966
4922.661,210.2457
4923.796,209.9750
4924.929,211.5260
4926.065,213.9512
4927.198,210.2892
4928.332,205.3953
4929.468,205.5580
4930.602,207.3684
4931.739,207.9066
4932.874,204.1559
4934.011,209.1795
4935.146,208.7240
4936.281,205.5796
4937.419,208.6648
4938.556,206.4526
4939.694,206.8967
4940.831,209.2081
4941.970,205.9464
4943.107,207.0794
4944.244,210.7710
4945.384,205.7479
4946.522,211.4706
4947.663,208.2511
4948.801,207.2321
4949.942,206.4129
4951.081,210.4722
4952.220,205.6441
4953.362,207.5777
4954.501,210.7371
4955.644,203.9448
4956.784,209.0697
4957.927,204.0821
4959.067,207.5974
4960.208,203.9785
4961.352,207.3279
4962.493,209.9289
4963.638,206.7507
4964.779,206.0791
4965.924,203.9796
4967.067,205.9964
4968.209,201.8544
4969.355,207.3780
4970.498,205.0277
4971.645,206.2898
4972.788,197.9364
4973.935,205.9354
4975.079,201.9040
4976.224,200.8657
4977.371,201.0757
4978.516,202.7219
4979.664,205.5833
4980.810,205.3641
4981.958,204.4609
4983.104,201.8057
4984.251,203.6883
4985.400,204.2060
4986.547,205.4698
4987.697,201.7868
4988.844,199.9116
4989.995,200.5424
4991.143,206.1597
4992.291,205.7416
4993.442,204.0521
4994.591,203.6977
4995.743,201.8654
4996.892,207.6329
4998.044,205.6740
4999.194,204.9180
5000.344,209.1903
5001.497,205.9491
5002.647,201.4399
5003.801,204.1157
5004.952,208.3354
5006.106,202.0013
5007.258,208.9267
5008.413,203.6205
5009.565,204.5281
5010.717,204.1163
5011.873,203.9615
5013.026,211.1940
5014.182,210.8811
5015.335,210.2843
5016.492,210.2266
5017.646,208.5836
5018.800,207.8043
5019.958,217.8732
5021.112,212.7525
5022.270,211.4210
5023.426,215.2319
5024.584,211.7141
5025.740,203.2563
5026.896,210.4201
5028.055,209.1088
5029.212,207.2949
5030.372,211.4047
5031.529,210.1232
5032.689,215.2360
5033.847,210.7444
5035.005,210.5272
5036.166,214.0054
5037.325,215.6123
5038.486,213.7825
5039.646,213.6730
5040.808,211.7175
5041.967,215.8218
5043.127,217.3510
5044.290,213.1780
5045.450,212.2841
5046.614,213.4008
5047.775,216.5595
5048.939,219.6581
5050.100,217.6530
5051.262,219.1131
5052.427,220.1805
5053.589,216.0114
5054.754,222.6386
5055.917,225.9538
5057.083,219.0186
5058.247,220.6944
5059.410,219.0565
5060.577,221.5033
5061.741,219.7269
5062.908,220.4498
5064.073,219.4776
5065.241,219.5534
5066.406,217.7910
5067.572,225.2344
5068.740,225.7387
5069.906,223.5815
5071.075,223.4175
5072.242,226.0740
5073.412,224.1457
5074.579,220.8712
5075.746,221.1100
5076.917,225.8882
5078.084,225.2758
5079.255,219.2586
5080.424,227.0616
5081.596,224.3500
5082.765,223.0864
5083.934,223.9518
5085.106,231.1496
5086.276,229.8488
5087.449,231.3365
5088.619,229.5578
5089.792,229.1322
5090.963,234.2893
5092.135,227.7651
5093.309,230.0723
5094.480,224.2565
5095.655,225.5213
5096.828,226.2504
5098.003,229.0832
5099.176,230.8987
5100.352,226.8681
5101.525,223.9581
5102.699,224.9093
5103.875,231.5523
5105.049,233.3005
5106.227,229.2321
5107.401,224.7320
5108.579,224.7444
5109.754,229.3327
5110.930,230.9528
5112.108,228.8555
5113.284,232.2122
5114.463,233.6627
5115.640,231.3624
5116.820,231.8339
5117.997,230.1409
5119.174,224.8764
5120.354,227.5967
5121.533,227.2240
5122.713,224.3545
5123.892,224.6227
5125.074,228.7596
5126.252,222.9302
5127.432,224.0646
5128.614,224.0646
5129.794,222.5782
5130.977,224.8464
5132.157,220.1476
5133.341,218.3606
5134.522,220.2457
5135.703,221.9229
5136.887,221.1334
5138.069,219.9764
5139.254,220.2217
5140.436,216.5857
5141.622,220.9334
5142.804,219.0151
5143.987,220.8144
5145.174,221.2030
5146.357,221.1866
5147.544,217.2467
5148.728,215.6649
5149.916,218.4953
5151.100,219.1350
5152.285,219.6566
5153.473,216.0777
5154.659,210.7910
5155.848,214.4757
5157.034,212.5302
5158.223,214.0023
5159.410,212.1985
5160.596,212.6859
5161.786,218.7118
5162.974,212.1449
5164.165,210.0113
5165.353,213.0773
5166.543,208.6446
5167.732,206.1661
5168.921,208.5856
5170.113,209.4069
5171.302,203.8644
5172.495,211.7245
5173.685,207.0102
5174.878,204.6401
5176.068,206.8898
5177.259,209.4818
5178.453,212.0306
5179.644,208.3657
5180.838,207.2658
5182.030,206.7018
5183.225,205.4199
5184.417,201.2135
5185.610,200.5514
5186.806,201.4017
5188.000,203.8294
5189.196,206.7464
5190.390,200.9866
5191.586,199.4884
5192.781,202.1778
5193.978,203.0826
5195.173,203.7202
5196.368,200.9489
5197.566,206.1854
5198.762,201.4976
5199.961,201.0067
5201.157,202.2361
5202.356,202.1901
5203.553,200.5773
5204.750,197.1234
5205.951,202.3897
5207.148,198.8765
5208.349,202.8882
5209.547,200.2490
5210.749,203.0519
5211.947,203.5592
5213.146,199.1603
5214.348,201.9062
5215.548,202.4331
5216.750,203.7328
5217.951,199.7407
5219.154,197.2098
5220.354,190.6889
5221.556,196.3530
5222.760,199.2247
5223.961,196.9182
5225.166,197.0914
5226.368,202.1943
5227.573,196.4810
5228.775,193.6147
5229.979,197.7558
5231.185,194.2746
5232.388,198.4831
5233.594,200.0047
5234.798,195.7581
5236.005,193.4613
5237.210,196.0880
5238.415,198.3210
5239.623,194.3393
5240.828,196.8205
5242.037,194.6971
5243.243,195.1182
5244.452,195.6970
5245.658,194.0936
5246.865,194.7621
5248.075,196.6961
5249.282,195.4129
5250.493,199.6933
5251.701,197.1148
5252.912,197.7615
5254.120,198.2025
5255.329,195.3692
5256.541,201.6643
5257.750,200.7626
5258.962,193.9863
5260.172,193.4046
5261.385,194.6727
5262.596,197.6446
5263.806,197.2603
5265.020,197.5170
5266.231,194.1518
5267.446,194.6420
5268.657,200.5195
5269.872,197.1874
5271.084,199.0130
5272.297,195.4818
5273.513,197.6240
5274.726,199.5948
5275.942,197.7016
