wavelength,flux
3939.128,57.9254
3940.034,66.6383
3940.941,62.4335
3941.849,64.0444
3942.756,63.9908
3943.665,65.0247
3944.573,64.9456
3945.482,62.6454
3946.390,60.2079
3947.298,54.7487
3948.208,59.9547
3949.116,60.4418
3950.027,61.7462
3950.936,63.6480
3951.847,66.4834
3952.756,69.4472
3953.665,68.6425
3954.577,65.8412
3955.487,64.6393
3956.399,59.9557
3957.309,62.0562
3958.221,58.3173
3959.132,58.6563
3960.045,58.3804
3960.956,65.6370
3961.867,59.2568
3962.781,50.0291
3963.692,57.5867
3964.606,59.8823
3965.519,68.3511
3966.433,67.3491
3967.345,62.8442
3968.258,61.4534
3969.173,59.0926
3970.086,58.8667
3971.002,58.9708
3971.915,60.7417
3972.831,64.6339
3973.745,62.2146
3974.659,65.3726
3975.576,61.0776
3976.490,59.9127
3977.407,61.4487
3978.323,60.2570
3979.240,62.9147
3980.155,62.8555
3981.071,61.3749
3981.989,67.0829
3982.905,59.6030
3983.823,59.0329
3984.740,59.6418
3985.659,60.2102
3986.576,68.3082
3987.493,66.6510
3988.412,59.9916
3989.330,58.1423
3990.250,58.7490
3991.168,60.2088
3992.088,61.5205
3993.006,58.0789
3993.925,61.4683
3994.846,55.9115
3995.765,56.8874
3996.686,63.4062
3997.606,67.3906
3998.528,63.4325
3999.448,57.5313
4000.367,61.4090
4001.290,63.5310
4002.210,55.7203
4003.133,61.1018
4004.054,58.2479
4004.978,60.1374
4005.899,62.9803
4006.821,60.6460
4007.745,57.4239
4008.667,58.3134
4009.591,60.6129
4010.513,60.4607
4011.438,60.6603
4012.361,65.6073
4013.284,58.9518
4014.209,61.1835
4015.133,62.9092
4016.059,60.7637
4016.983,61.6385
4017.909,61.9284
4018.833,58.9419
4019.758,55.6920
4020.685,62.5069
4021.610,57.6764
4022.537,57.1472
4023.462,57.9962
4024.390,55.4760
4025.316,59.4437
4026.242,63.0515
4027.170,55.6388
4028.097,58.9228
4029.026,63.9909
4029.953,58.5810
4030.882,58.2822
4031.809,60.8771
4032.739,58.8088
4033.667,57.3427
4034.595,60.8158
4035.525,60.2208
4036.453,55.1745
4037.384,64.5430
4038.313,60.1865
4039.244,63.2352
4040.174,62.6860
4041.103,58.0094
4042.035,61.5578
4042.965,59.5218
4043.897,52.3533
4044.827,54.6212
4045.760,59.0156
4046.691,53.2062
4047.622,65.7574
4048.555,58.1722
4049.486,63.0065
4050.420,62.6077
4051.352,52.7807
4052.286,55.2661
4053.219,60.4721
4054.151,56.5292
4055.086,57.4370
4056.019,61.9813
4056.954,55.8848
4057.887,58.2678
4058.823,58.6145
4059.757,61.3819
4060.691,62.3862
4061.627,62.5107
4062.561,61.4453
4063.498,58.0667
4064.433,56.0911
4065.370,56.8868
4066.305,59.5689
4067.241,60.7435
4068.179,62.1650
4069.115,61.6598
4070.053,58.4943
4070.989,59.0820
4071.928,60.5495
4072.865,58.4324
4073.802,57.7434
4074.741,58.4925
4075.679,57.9279
4076.618,56.8552
4077.556,57.1101
4078.497,56.1198
4079.435,56.0336
4080.373,59.6970
4081.314,62.2652
4082.253,63.3230
4083.194,61.0722
4084.134,51.9203
4085.076,61.9265
4086.015,61.4784
4086.955,56.7543
4087.898,56.8088
4088.838,49.2394
4089.781,53.0341
4090.722,61.1650
4091.665,62.0820
4092.606,61.7044
4093.548,58.9638
4094.492,56.6442
4095.434,60.6672
4096.378,63.0006
4097.321,60.9375
4098.266,60.0792
4099.208,56.2705
4100.151,58.7109
4101.097,60.9578
4102.040,55.6268
4102.986,56.6363
4103.930,56.8043
4104.876,61.0624
4105.821,61.0288
4106.768,61.9328
4107.712,62.4931
4108.657,57.4383
4109.604,59.7002
4110.550,64.0226
4111.498,59.9903
4112.444,58.2301
4113.392,59.2996
4114.338,63.1336
4115.285,59.5789
4116.234,63.1357
4117.181,65.7808
4118.130,64.4233
4119.078,63.1704
4120.027,65.1188
4120.975,68.8118
4121.923,69.0316
4122.874,65.5582
4123.822,66.8095
4124.773,58.4338
4125.722,57.7159
4126.673,61.0001
4127.623,63.8580
4128.572,63.8643
4129.524,59.1514
4130.475,59.7461
4131.427,65.3507
4132.377,61.9945
4133.330,64.3695
4134.281,60.3206
4135.232,53.8962
4136.186,55.0862
4137.137,59.3612
4138.091,59.5658
4139.043,59.0651
4139.998,60.1330
4140.950,59.5828
4141.903,57.7848
4142.858,58.5610
4143.811,57.7369
4144.767,61.1865
4145.720,58.0015
4146.676,60.0695
4147.630,64.2151
4148.584,64.2778
4149.541,62.9613
4150.495,65.1836
4151.453,66.3812
4152.407,59.9763
4153.365,57.7282
4154.320,61.6321
4155.276,58.3516
4156.234,63.1665
4157.190,65.9567
4158.149,59.7134
4159.105,59.1178
4160.065,63.4493
4161.022,63.3193
4161.979,61.6841
4162.939,62.7312
4163.896,62.7763
4164.856,60.6603
4165.815,59.4340
4166.775,63.7574
4167.734,61.2738
4168.693,63.4748
4169.654,61.6774
4170.613,55.6726
4171.575,57.2004
4172.535,60.6312
4173.497,60.7546
4174.457,60.1740
4175.417,59.6851
4176.380,62.6701
4177.341,64.6556
4178.304,63.4340
4179.265,63.5581
4180.229,64.2585
4181.191,65.0654
4182.155,65.0959
4183.117,63.2433
4184.080,69.1795
4185.044,65.0655
4186.007,62.4584
4186.972,64.4823
4187.936,60.8971
4188.901,61.6304
4189.865,66.2000
4190.829,68.1513
4191.795,65.8585
4192.759,64.5246
4193.726,67.7999
4194.691,66.6569
4195.658,65.8465
4196.624,62.9581
4197.589,64.2774
4198.557,57.3682
4199.523,61.3096
4200.491,61.4821
4201.458,59.4234
4202.426,63.4561
4203.393,62.1763
4204.360,61.4290
4205.330,64.5548
4206.297,62.5244
4207.267,59.6519
4208.235,61.8053
4209.205,62.5210
4210.174,62.1985
4211.142,63.5275
4212.113,64.3022
4213.082,65.0860
4214.054,64.9599
4215.023,58.2698
4215.995,63.9120
4216.965,65.1802
4217.935,64.0561
4218.908,57.2424
4219.878,62.2971
4220.852,63.9946
4221.822,60.9043
4222.796,61.5251
4223.768,60.3334
4224.739,57.1765
4225.713,66.3793
4226.686,65.4389
4227.660,65.8347
4228.633,63.0561
4229.608,56.2307
4230.581,58.0295
4231.554,62.1452
4232.530,63.5247
4233.503,62.3339
4234.480,61.7983
4235.454,61.0283
4236.431,57.4484
4237.405,64.4695
4238.380,57.8646
4239.357,63.6231
4240.333,62.7364
4241.311,59.2780
4242.286,64.2858
4243.264,61.1956
4244.241,58.5487
4245.217,60.4562
4246.196,56.2356
4247.173,60.3686
4248.152,62.4306
4249.129,58.2693
4250.109,63.9345
4251.087,59.6420
4252.065,59.7054
4253.045,55.4375
4254.024,58.7033
4255.005,63.2734
4255.983,61.4339
4256.965,60.0867
4257.944,58.2148
4258.926,61.4784
4259.906,61.4599
4260.886,61.5861
4261.869,66.2617
4262.849,64.3616
4263.832,61.5114
4264.813,58.7000
4265.796,57.5032
4266.778,60.0675
4267.759,63.2415
4268.743,61.7847
4269.726,57.7461
4270.710,59.6197
4271.692,57.6245
4272.677,65.3359
4273.661,67.3133
4274.644,62.3534
4275.629,60.2119
4276.613,58.1477
4277.599,59.5804
4278.583,64.1263
4279.570,62.8406
4280.554,63.1985
4281.539,66.3484
4282.526,61.8423
4283.512,61.6747
4284.499,58.7601
4285.485,60.4476
4286.473,59.0616
4287.459,61.5507
4288.445,62.8786
4289.435,59.6418
4290.421,60.8254
4291.411,64.9928
4292.398,62.9320
4293.388,60.1057
4294.375,62.4629
4295.363,59.8486
4296.354,56.7381
4297.342,61.7429
4298.333,61.3034
4299.322,58.8233
4300.313,55.3554
4301.303,56.6750
4302.292,64.0264
4303.284,57.4674
4304.274,57.6340
4305.267,59.7046
4306.257,61.7709
4307.250,58.6792
4308.241,59.9389
4309.232,60.0408
4310.226,61.6195
4311.217,61.6353
4312.211,58.0460
4313.204,57.7431
4314.198,61.5246
4315.190,61.9904
4316.184,63.3981
4317.179,58.4368
4318.172,61.4291
4319.167,64.1666
4320.161,57.5909
4321.157,58.7931
4322.151,59.9274
4323.146,56.5365
4324.143,55.4173
4325.138,55.7574
4326.135,54.5968
4327.130,57.2818
4328.128,58.1988
4329.124,60.1762
4330.120,56.1234
4331.118,59.0339
4332.114,60.8721
4333.113,61.7386
4334.110,59.0327
4335.110,61.1459
4336.107,62.8888
4337.107,58.9337
4338.104,59.6714
4339.103,53.5074
4340.103,55.7435
4341.102,61.0347
4342.103,64.1177
4343.102,59.3155
4344.103,62.5116
4345.103,61.8706
4346.102,57.5036
4347.104,57.9932
4348.104,61.5198
4349.107,62.4430
4350.107,60.9956
4351.110,58.7305
4352.111,58.3528
4353.113,55.2472
4354.117,60.5349
4355.118,57.4363
4356.123,61.2322
4357.125,59.2503
4358.129,59.3484
4359.132,59.7376
4360.135,58.7288
4361.140,60.9012
4362.144,63.0657
4363.149,62.7619
4364.153,57.2329
4365.159,61.5979
4366.164,62.3698
4367.168,59.1040
4368.175,55.2343
4369.180,57.6488
4370.188,59.3119
4371.193,57.2791
4372.201,53.5332
4373.207,57.5080
4374.213,65.0623
4375.221,58.9664
4376.228,61.1187
4377.237,58.2004
4378.244,58.7532
4379.253,59.8083
4380.261,55.6710
4381.269,54.9513
4382.279,53.1206
4383.287,55.5206
4384.298,59.3522
4385.307,58.4570
4386.318,57.1982
4387.327,57.2198
4388.336,55.0324
4389.348,57.6369
4390.358,60.0493
4391.370,51.8359
4392.380,58.9827
4393.394,56.9891
4394.404,58.8666
4395.415,62.5936
4396.429,59.3239
4397.440,59.5568
4398.454,62.2535
4399.466,58.1961
4400.480,62.3177
4401.493,62.6153
4402.505,57.8763
4403.521,63.0403
4404.534,60.1608
4405.549,61.3891
4406.562,63.6726
4407.579,59.6811
4408.593,57.5781
4409.607,59.0721
4410.624,59.9605
4411.639,58.8123
4412.656,55.5787
4413.671,54.6599
4414.688,58.5213
4415.704,53.8360
4416.723,57.6835
4417.739,59.5397
4418.755,57.9591
4419.774,58.5857
4420.791,58.3165
4421.810,57.0271
4422.827,54.9724
4423.847,54.0856
4424.865,55.1650
4425.883,54.7127
4426.903,54.0449
4427.922,55.3269
4428.943,58.5160
4429.962,54.2334
4430.983,56.1735
4432.002,53.7546
4433.022,55.4669
4434.044,52.7526
4435.064,52.2110
4436.087,55.9860
4437.108,56.7748
4438.131,54.5275
4439.152,53.8269
4440.173,54.2390
4441.197,57.6964
4442.219,56.8300
4443.243,52.6951
4444.265,55.4711
4445.290,54.4205
4446.312,55.7812
4447.335,52.3530
4448.361,52.6084
4449.384,54.6409
4450.411,53.6083
4451.434,52.6420
4452.461,51.2823
4453.485,50.9945
4454.510,55.7382
4455.537,56.9653
4456.562,53.9426
4457.589,51.2659
4458.615,54.9162
4459.643,55.3587
4460.669,51.4393
4461.695,50.3949
4462.724,53.3429
4463.750,53.5729
4464.780,53.1788
4465.807,55.8235
4466.837,56.5212
4467.864,58.1603
4468.892,56.2014
4469.923,56.9957
4470.951,52.9686
4471.982,53.6911
4473.011,52.3706
4474.042,53.1715
4475.072,54.3903
4476.101,54.7473
4477.133,55.3092
4478.163,54.1904
4479.196,52.6853
4480.227,52.8883
4481.259,50.3329
4482.291,50.9481
4483.321,51.8527
4484.355,52.9460
4485.387,54.8678
4486.421,52.6375
4487.454,53.9906
4488.488,55.1094
4489.521,53.2253
4490.554,52.1844
4491.589,53.1484
4492.623,56.1592
4493.658,55.6452
4494.692,50.4161
4495.729,54.6082
4496.763,53.8295
4497.800,56.5253
4498.834,60.7590
4499.870,57.4413
4500.907,55.6253
4501.942,57.6188
4502.980,60.0250
4504.017,60.4082
4505.055,61.6020
4506.091,62.0510
4507.128,64.8874
4508.167,69.6886
4509.205,69.9111
4510.245,73.7571
4511.282,70.1055
4512.322,67.0650
4513.360,61.0042
4514.398,63.4349
4515.439,59.5101
4516.479,57.5355
4517.520,59.1303
4518.559,58.5952
4519.601,54.1959
4520.641,54.2921
4521.681,56.4634
4522.724,55.0440
4523.764,55.8724
4524.807,56.4255
4525.848,55.0880
4526.892,50.6339
4527.933,53.7459
4528.975,54.4436
4530.019,56.2454
4531.061,54.4604
4532.106,54.0756
4533.149,52.5194
4534.194,56.8448
4535.237,57.0775
4536.280,54.4118
4537.327,55.0473
4538.370,53.8402
4539.417,53.2097
4540.461,52.5251
4541.508,57.0725
4542.553,56.5839
4543.598,52.9337
4544.646,52.9385
4545.691,53.1296
4546.739,55.1985
4547.785,57.0081
4548.834,54.8895
4549.880,55.4009
4550.927,57.6551
4551.977,55.6234
4553.024,54.0975
4554.074,56.5679
4555.122,53.7476
4556.172,52.9337
4557.220,54.7474
4558.269,49.4742
4559.319,55.5708
4560.368,50.0664
4561.420,52.9492
4562.469,56.0722
4563.521,55.7865
4564.571,55.8597
4565.621,55.6137
4566.674,53.7260
4567.725,55.0009
4568.778,57.0863
4569.829,55.1904
4570.883,55.3805
4571.934,54.5981
4572.989,56.6489
4574.041,53.8598
4575.093,54.1009
4576.148,53.0909
4577.201,56.9224
4578.256,55.7339
4579.309,53.8657
4580.365,52.0782
4581.419,50.6874
4582.473,51.8532
4583.530,54.9597
4584.584,54.8182
4585.641,55.1206
4586.696,59.4185
4587.754,53.4384
4588.809,52.2333
4589.865,52.4142
4590.923,50.6047
4591.979,53.3987
4593.039,51.8558
4594.095,49.3525
4595.154,50.4220
4596.211,55.2486
4597.269,55.0072
4598.329,52.5671
4599.387,53.2428
4600.447,52.6215
4601.506,51.5311
4602.567,52.4837
4603.625,51.1280
4604.685,56.3529
4605.747,56.3260
4606.806,51.3429
4607.869,56.2097
4608.929,52.8552
4609.991,54.9558
4611.052,50.4310
4612.113,49.5619
4613.176,52.0371
4614.237,52.2684
4615.301,53.3430
4616.363,53.4651
4617.428,52.9414
4618.490,52.8971
4619.552,50.3947
4620.618,52.6343
4621.681,56.0175
4622.747,53.3647
4623.810,54.6174
4624.876,53.1663
4625.940,52.5331
4627.004,55.8474
4628.071,51.7976
4629.136,50.4804
4630.203,51.5350
4631.269,52.9456
4632.336,52.2509
4633.402,51.8918
4634.468,52.5611
4635.537,52.4507
4636.603,52.1677
4637.672,51.7957
4638.739,52.0154
4639.809,48.6183
4640.876,50.4126
4641.944,57.8001
4643.014,51.7513
4644.083,50.9949
4645.153,48.8497
4646.222,51.0240
4647.293,48.9271
4648.362,52.3836
4649.432,50.9022
4650.504,48.8269
4651.574,49.8324
4652.646,51.6956
4653.717,51.9382
4654.790,50.5241
4655.861,52.4687
4656.935,50.4392
4658.006,54.2665
4659.077,52.8145
4660.152,57.1225
4661.224,51.7271
4662.298,50.6128
4663.371,52.7206
4664.446,50.1052
4665.520,53.5015
4666.593,53.4889
4667.669,51.4937
4668.743,49.8618
4669.819,50.4047
4670.894,50.4038
4671.971,50.3989
4673.045,53.6395
4674.121,52.0217
4675.198,50.0983
4676.274,54.5644
4677.352,50.3520
4678.428,52.0108
4679.507,49.0143
4680.583,54.7081
4681.660,53.1824
4682.740,49.7064
4683.817,50.0391
4684.897,50.5416
4685.975,51.3866
4687.056,51.2774
4688.134,49.5619
4689.212,48.3953
4690.293,50.6255
4691.373,53.4570
4692.455,51.7605
4693.534,50.6106
4694.616,54.3818
4695.696,54.6431
4696.776,52.4011
4697.859,51.8322
4698.940,49.8880
4700.024,53.3343
4701.105,52.2913
4702.189,49.1503
4703.271,47.5477
4704.353,48.8629
4705.438,51.7647
4706.520,48.0704
4707.605,50.4002
4708.688,53.0739
4709.774,50.0090
4710.858,50.9073
4711.941,51.6521
4713.028,49.4819
4714.112,51.2231
4715.199,52.1562
4716.284,51.7077
4717.372,52.6449
4718.457,46.8317
4719.542,53.7459
4720.631,51.7884
4721.717,52.1027
4722.806,51.3481
4723.892,49.9022
4724.981,52.6191
4726.068,47.9839
4727.155,49.5094
4728.246,52.0118
4729.333,50.0824
4730.424,51.1064
4731.512,50.5001
4732.603,47.5300
4733.692,51.0352
4734.781,51.8323
4735.873,49.1737
4736.962,49.7363
4738.055,49.3970
4739.145,52.3606
4740.237,52.8147
4741.328,51.8183
4742.421,50.0221
4743.512,50.3111
4744.604,51.2278
4745.697,49.0420
4746.789,48.6105
4747.884,51.3839
4748.976,51.2778
4750.071,48.9303
4751.164,48.8629
4752.257,48.7703
4753.353,49.5065
4754.446,52.2436
4755.542,50.8835
4756.637,51.6448
4757.733,49.8816
4758.828,52.5121
4759.923,49.0823
4761.021,50.2036
4762.116,53.9808
4763.214,46.7721
4764.310,47.7072
4765.408,50.0664
4766.504,51.1918
4767.601,48.1285
4768.700,51.5970
4769.797,52.9458
4770.897,49.6436
4771.995,50.4762
4773.095,51.8089
4774.193,51.9961
4775.292,52.8518
4776.393,50.6786
4777.492,49.4924
4778.593,49.5985
4779.692,49.7898
4780.795,52.1999
4781.895,52.4247
4782.995,48.3877
4784.098,50.3196
4785.198,47.0481
4786.302,50.0801
4787.403,53.5842
4788.507,49.0184
4789.608,48.6858
4790.710,48.4806
4791.815,48.9626
4792.917,52.4821
4794.022,51.4079
4795.125,48.9005
4796.231,48.7174
4797.334,50.7272
4798.438,49.6756
4799.544,47.9922
4800.649,52.4082
4801.756,50.6545
4802.860,50.3686
4803.968,51.5631
4805.073,47.8824
4806.178,51.6891
4807.287,48.3758
4808.393,49.1617
4809.501,50.8434
4810.608,50.9928
4811.717,50.9977
4812.824,50.6588
4813.931,50.6480
4815.042,49.5977
4816.149,48.8415
4817.260,49.4578
4818.368,49.8575
4819.479,46.8221
4820.588,48.3364
4821.697,53.8813
4822.809,49.3539
4823.918,43.8112
4825.030,49.4196
4826.140,50.4532
4827.253,49.5454
4828.364,45.1134
4829.477,47.6523
4830.588,49.9527
4831.699,45.5114
4832.813,50.7991
4833.925,51.0923
4835.040,48.5010
4836.152,48.5638
4837.268,49.0043
4838.380,47.9806
4839.494,43.9474
4840.609,47.3695
4841.723,45.5523
4842.839,45.0215
4843.954,47.2779
4845.071,45.6196
4846.185,47.6729
4847.300,47.6472
4848.418,44.8272
4849.533,47.0404
4850.651,46.7893
4851.768,45.5729
4852.886,47.3294
4854.002,47.2858
4855.119,47.3083
4856.239,48.5559
4857.356,45.2930
4858.476,48.2565
4859.594,44.2006
4860.714,45.1106
4861.833,46.9791
4862.951,47.2795
4864.072,45.4484
4865.191,48.2060
4866.313,46.6132
4867.433,46.6996
4868.555,43.9287
4869.675,44.2905
4870.795,45.5026
4871.919,47.1749
4873.040,48.5824
4874.163,48.3791
4875.285,46.4467
4876.409,49.1573
4877.531,50.0493
4878.653,47.7425
4879.778,48.3890
4880.900,43.1291
4882.026,49.2496
4883.149,51.1109
4884.275,49.0688
4885.398,48.2572
4886.522,48.0448
4887.649,51.5242
4888.773,50.7963
4889.901,48.3349
4891.026,51.1299
4892.154,53.4979
4893.279,54.5324
4894.405,48.5284
4895.534,54.9722
4896.660,57.3571
4897.789,55.2120
4898.916,59.3962
4900.045,58.6899
4901.172,59.8716
4902.300,62.9958
4903.431,68.9554
4904.559,68.9031
4905.689,69.7390
4906.818,73.2170
4907.950,73.5903
4909.079,75.8837
4910.208,73.5681
4911.340,67.0298
4912.470,64.1372
4913.603,59.8606
4914.733,59.7967
4915.867,56.0003
4916.998,51.6411
4918.131,48.4636
4919.263,48.8641
4920.395,48.8913
4921.529,50.3439
4922.661,49.4952
4923.796,47.1293
4924.929,48.7221
4926.065,48.2472
4927.198,45.0244
4928.332,46.2465
4929.468,41.8128
4930.602,48.4527
4931.739,46.6419
4932.874,45.0712
4934.011,44.9056
4935.146,44.1762
4936.281,48.0722
4937.419,46.8252
4938.556,47.1718
4939.694,46.1640
4940.831,45.0760
4941.970,48.0490
4943.107,47.5828
4944.244,46.8033
4945.384,47.7882
4946.522,48.1280
4947.663,48.0226
4948.801,50.4201
4949.942,48.2999
4951.081,49.1474
4952.220,44.6483
4953.362,46.6348
4954.501,44.2837
4955.644,46.1910
4956.784,47.3414
4957.927,45.4743
4959.067,43.0907
4960.208,43.8380
4961.352,45.5190
4962.493,47.1774
4963.638,46.2490
4964.779,48.1451
4965.924,45.0688
4967.067,46.3181
4968.209,48.0711
4969.355,48.6724
4970.498,44.5027
4971.645,46.5981
4972.788,46.3515
4973.935,46.2433
4975.079,47.2948
4976.224,44.9524
4977.371,46.8758
4978.516,48.0665
4979.664,46.3781
4980.810,45.4770
4981.958,45.7808
4983.104,47.2615
4984.251,46.2101
4985.400,46.5032
4986.547,45.3524
4987.697,42.9631
4988.844,46.2335
4989.995,44.7325
4991.143,44.4752
4992.291,43.8053
4993.442,43.4325
4994.591,46.5394
4995.743,44.9056
4996.892,44.4056
4998.044,42.9996
4999.194,43.9258
5000.344,44.7203
5001.497,44.1165
5002.647,43.6171
5003.801,43.4409
5004.952,44.2578
5006.106,40.2934
5007.258,42.1776
5008.413,47.5558
5009.565,43.9886
5010.717,43.4080
5011.873,46.7906
5013.026,39.6539
5014.182,46.7417
5015.335,44.6985
5016.492,43.3438
5017.646,46.2854
5018.800,43.8793
5019.958,45.4377
5021.112,45.7054
5022.270,44.7211
5023.426,44.1968
5024.584,43.6154
5025.740,46.0110
5026.896,45.1414
5028.055,43.4125
5029.212,44.6499
5030.372,44.8095
5031.529,44.1570
5032.689,43.7970
5033.847,45.0317
5035.005,41.7997
5036.166,41.1048
5037.325,41.9028
5038.486,41.5337
5039.646,43.0941
5040.808,43.8125
5041.967,42.1274
5043.127,45.1348
5044.290,44.7380
5045.450,43.7924
5046.614,44.4717
5047.775,44.0103
5048.939,42.1196
5050.100,41.1870
5051.262,43.4072
5052.427,42.7810
5053.589,45.8577
5054.754,44.7903
5055.917,44.1617
5057.083,43.2247
5058.247,42.7828
5059.410,45.2218
5060.577,46.3698
5061.741,46.2593
5062.908,44.0564
5064.073,43.2820
5065.241,45.1940
5066.406,42.8890
5067.572,42.0823
5068.740,44.4966
5069.906,43.6536
5071.075,45.9789
5072.242,47.0297
5073.412,41.8123
5074.579,45.5740
5075.746,44.3942
5076.917,46.7831
5078.084,45.3093
5079.255,44.5843
5080.424,46.2618
5081.596,43.7147
5082.765,44.9218
5083.934,46.9327
5085.106,46.8866
5086.276,51.2396
5087.449,54.2869
5088.619,54.7882
5089.792,55.9412
5090.963,55.9144
5092.135,59.5170
5093.309,60.7353
5094.480,56.6887
5095.655,56.9034
5096.828,53.2468
5098.003,50.6438
5099.176,49.1237
5100.352,46.6733
5101.525,48.4438
5102.699,45.8164
5103.875,47.8729
5105.049,44.4940
5106.227,43.5428
5107.401,44.9482
5108.579,44.2335
5109.754,45.6982
5110.930,45.7318
5112.108,43.9406
5113.284,47.6216
5114.463,49.8467
5115.640,45.0912
5116.820,42.9353
5117.997,42.8188
5119.174,44.6057
5120.354,45.9482
5121.533,46.0756
5122.713,46.6456
5123.892,43.3096
5125.074,44.4509
5126.252,47.1382
5127.432,44.9375
5128.614,42.7857
5129.794,43.7534
5130.977,44.1674
5132.157,44.2143
5133.341,44.2085
5134.522,44.1546
5135.703,46.1829
5136.887,40.8593
5138.069,44.2979
5139.254,43.1410
5140.436,43.2123
5141.622,45.1374
5142.804,43.6947
5143.987,43.1164
5145.174,43.8555
5146.357,41.8428
5147.544,45.7177
5148.728,44.7754
5149.916,42.8738
5151.100,43.3867
5152.285,44.1764
5153.473,42.3261
5154.659,43.8993
5155.848,47.0743
5157.034,45.4803
5158.223,43.3610
5159.410,44.6911
5160.596,41.0673
5161.786,43.9193
5162.974,43.9050
5164.165,37.4814
5165.353,41.2809
5166.543,41.8950
5167.732,40.9786
5168.921,39.3881
5170.113,39.6560
5171.302,41.9587
5172.495,39.5577
5173.685,39.7884
5174.878,38.8431
5176.068,38.7594
5177.259,41.5659
5178.453,40.8568
5179.644,39.2784
5180.838,38.4517
5182.030,39.5341
5183.225,37.3034
5184.417,36.6131
5185.610,36.9085
5186.806,38.9468
5188.000,42.2841
5189.196,43.8812
5190.390,40.3745
5191.586,40.1528
5192.781,39.9252
5193.978,41.7999
5195.173,43.1469
5196.368,42.0142
5197.566,41.4917
5198.762,40.0899
5199.961,41.3093
5201.157,42.6043
5202.356,42.7735
5203.553,41.8231
5204.750,42.3207
5205.951,40.9784
5207.148,41.6928
5208.349,40.7174
5209.547,40.5035
5210.749,40.5511
5211.947,39.8670
5213.146,42.6316
5214.348,42.5439
5215.548,42.9070
5216.750,41.8775
5217.951,42.6472
5219.154,47.4035
5220.354,46.3683
5221.556,44.4860
5222.760,46.1910
5223.961,47.7414
5225.166,45.7090
5226.368,42.9885
5227.573,43.6877
5228.775,43.6665
5229.979,43.3257
5231.185,42.7603
5232.388,40.9404
5233.594,40.2962
5234.798,38.8133
