wavelength,flux
4476.101,14.2283
4477.133,13.1068
4478.163,14.9692
4479.196,14.6387
4480.227,14.7143
4481.259,14.2558
4482.291,14.4135
4483.321,15.0757
4484.355,14.1130
4485.387,14.8993
4486.421,14.1086
4487.454,14.1812
4488.488,14.6032
4489.521,14.0518
4490.554,15.1593
4491.589,13.7841
4492.623,15.1596
4493.658,14.5950
4494.692,13.2309
4495.729,14.7618
4496.763,15.1806
4497.800,14.3396
4498.834,14.9416
4499.870,14.5116
4500.907,14.8028
4501.942,14.2222
4502.980,14.0238
4504.017,14.6215
4505.055,15.8927
4506.091,13.1691
4507.128,14.6564
4508.167,15.8379
4509.205,13.7194
4510.245,13.7292
4511.282,15.2178
4512.322,14.7905
4513.360,14.4579
4514.398,15.1113
4515.439,14.3941
4516.479,15.1036
4517.520,14.5637
4518.559,14.2589
4519.601,15.2937
4520.641,15.5481
4521.681,15.4818
4522.724,14.5452
4523.764,14.9640
4524.807,16.4881
4525.848,16.1823
4526.892,15.4326
4527.933,15.8576
4528.975,16.0244
4530.019,15.6355
4531.061,14.8713
4532.106,14.3817
4533.149,15.9534
4534.194,16.1308
4535.237,16.2650
4536.280,14.8054
4537.327,16.3053
4538.370,14.1173
4539.417,15.0897
4540.461,16.4578
4541.508,15.5593
4542.553,14.9157
4543.598,15.2456
4544.646,15.2261
4545.691,15.3693
4546.739,16.3227
4547.785,14.3391
4548.834,16.5117
4549.880,18.1375
4550.927,18.1707
4551.977,16.9928
4553.024,18.2782
4554.074,17.6322
4555.122,17.4336
4556.172,17.7073
4557.220,17.5432
4558.269,17.4622
4559.319,17.3757
4560.368,16.9960
4561.420,16.0292
4562.469,14.3977
4563.521,14.4833
4564.571,15.5631
4565.621,15.3851
4566.674,15.7909
4567.725,15.6610
4568.778,14.3617
4569.829,15.1040
4570.883,15.0335
4571.934,14.8443
4572.989,15.2690
4574.041,15.6094
4575.093,14.4643
4576.148,13.6299
4577.201,14.9447
4578.256,14.7058
4579.309,15.1185
4580.365,14.7457
4581.419,15.5964
4582.473,15.6821
4583.530,14.7741
4584.584,17.1441
4585.641,15.2325
4586.696,15.8639
4587.754,16.5705
4588.809,16.7376
4589.865,16.6251
4590.923,15.3552
4591.979,14.6356
4593.039,15.0253
4594.095,14.9308
4595.154,14.9688
4596.211,14.1182
4597.269,15.5075
4598.329,16.4025
4599.387,14.6412
4600.447,16.1840
4601.506,15.1507
4602.567,14.9767
4603.625,14.9800
4604.685,14.8817
4605.747,15.7219
4606.806,15.2082
4607.869,14.2553
4608.929,14.9291
4609.991,14.8489
4611.052,13.4438
4612.113,14.1836
4613.176,15.1011
4614.237,15.3698
4615.301,16.0374
4616.363,14.2301
4617.428,14.0623
4618.490,15.6778
4619.552,14.5967
4620.618,14.6340
4621.681,15.1997
4622.747,13.7388
4623.810,13.6203
4624.876,15.9699
4625.940,15.9824
4627.004,15.0091
4628.071,15.8544
4629.136,15.4575
4630.203,16.2208
4631.269,16.4670
4632.336,15.1558
4633.402,14.6028
4634.468,14.7937
4635.537,15.4972
4636.603,14.9823
4637.672,15.7315
4638.739,14.9671
4639.809,15.6498
4640.876,14.7732
4641.944,14.3874
4643.014,14.7319
4644.083,14.8888
4645.153,15.3672
4646.222,15.0133
4647.293,13.9863
4648.362,14.5481
4649.432,15.7618
4650.504,15.4170
4651.574,15.1315
4652.646,14.9112
4653.717,14.6958
4654.790,15.4066
4655.861,15.5994
4656.935,15.4815
4658.006,15.3618
4659.077,14.5396
4660.152,14.8979
4661.224,14.4997
4662.298,14.6685
4663.371,15.4369
4664.446,15.1830
4665.520,15.3284
4666.593,14.8713
4667.669,13.8688
4668.743,14.3059
4669.819,13.3013
4670.894,13.9493
4671.971,14.6398
4673.045,15.3454
4674.121,16.0655
4675.198,15.7191
4676.274,13.6928
4677.352,14.6176
4678.428,13.8675
4679.507,15.2859
4680.583,15.1954
4681.660,15.1882
4682.740,15.3144
4683.817,14.6243
4684.897,14.9402
4685.975,14.3455
4687.056,14.6464
4688.134,13.1916
4689.212,14.1000
4690.293,13.1404
4691.373,14.1753
4692.455,13.9060
4693.534,14.8532
4694.616,13.8083
4695.696,13.0663
4696.776,13.7556
4697.859,13.6947
4698.940,13.7434
4700.024,13.8960
4701.105,14.0494
4702.189,14.7058
4703.271,15.2956
4704.353,14.4768
4705.438,13.3308
4706.520,14.0291
4707.605,15.2939
4708.688,15.0628
4709.774,13.3286
4710.858,14.6620
4711.941,13.8939
4713.028,13.3072
4714.112,14.0292
4715.199,15.1440
4716.284,14.4482
4717.372,14.0360
4718.457,14.3092
4719.542,13.8168
4720.631,12.9982
4721.717,13.6946
4722.806,14.9154
4723.892,14.6544
4724.981,14.0700
4726.068,14.7972
4727.155,15.2574
4728.246,14.6933
4729.333,14.4866
4730.424,13.0425
4731.512,15.7207
4732.603,14.7005
4733.692,15.2844
4734.781,14.5886
4735.873,13.6451
4736.962,14.3949
4738.055,14.5624
4739.145,15.8008
4740.237,15.0721
4741.328,15.1629
4742.421,14.9515
4743.512,14.7366
4744.604,14.7875
4745.697,15.1728
4746.789,15.3802
4747.884,14.7000
4748.976,14.8691
4750.071,14.5779
4751.164,13.0813
4752.257,14.4240
4753.353,14.4984
4754.446,14.4956
4755.542,15.0710
4756.637,15.9114
4757.733,13.8712
4758.828,14.2913
4759.923,15.3512
4761.021,14.1081
4762.116,14.8945
4763.214,14.7549
4764.310,14.9155
4765.408,15.0160
4766.504,14.9268
4767.601,15.3977
4768.700,16.4368
4769.797,15.7016
4770.897,14.5017
4771.995,14.9586
4773.095,13.9884
4774.193,15.3396
4775.292,15.1913
4776.393,14.6806
4777.492,16.2584
4778.593,15.6103
4779.692,14.4763
4780.795,13.7265
4781.895,14.6316
4782.995,14.4139
4784.098,15.0923
4785.198,14.6952
4786.302,14.9690
4787.403,14.8133
4788.507,13.3391
4789.608,13.7303
4790.710,14.7674
4791.815,15.1795
4792.917,14.7958
4794.022,14.6262
4795.125,14.7462
4796.231,13.9659
4797.334,14.5506
4798.438,15.3339
4799.544,15.0972
4800.649,15.4415
4801.756,13.9498
4802.860,14.4826
4803.968,14.3014
4805.073,13.5992
4806.178,14.3406
4807.287,15.3175
4808.393,14.7705
4809.501,14.1953
4810.608,14.5507
4811.717,14.6126
4812.824,14.5522
4813.931,15.3612
4815.042,14.6443
4816.149,14.8752
4817.260,15.0230
4818.368,14.7439
4819.479,14.6644
4820.588,14.3277
4821.697,14.6015
4822.809,14.5325
4823.918,14.4472
4825.030,13.8794
4826.140,14.5124
4827.253,14.2320
4828.364,14.4412
4829.477,15.6886
4830.588,16.2177
4831.699,13.5580
4832.813,13.8454
4833.925,15.6560
4835.040,14.6052
4836.152,13.9678
4837.268,14.2400
4838.380,15.3605
4839.494,14.5840
4840.609,15.6231
4841.723,14.6984
4842.839,13.7578
4843.954,14.6263
4845.071,15.1791
4846.185,14.9350
4847.300,14.5918
4848.418,14.6918
4849.533,15.0342
4850.651,14.5812
4851.768,14.2442
4852.886,15.1034
4854.002,14.4902
4855.119,14.4039
4856.239,13.7330
4857.356,15.8614
4858.476,14.5825
4859.594,15.5689
4860.714,13.5818
4861.833,14.2050
4862.951,14.7217
4864.072,15.2328
4865.191,16.1993
4866.313,15.8268
4867.433,14.8143
4868.555,15.2606
4869.675,14.9547
4870.795,14.8221
4871.919,13.9960
4873.040,14.7209
4874.163,14.3424
4875.285,13.8954
4876.409,14.1891
4877.531,14.1982
4878.653,14.7929
4879.778,14.5294
4880.900,15.1843
4882.026,15.6938
4883.149,15.5962
4884.275,13.8351
4885.398,14.9289
4886.522,14.5791
4887.649,14.8447
4888.773,15.1088
4889.901,15.1892
4891.026,14.0340
4892.154,13.9113
4893.279,14.2120
4894.405,15.2384
4895.534,14.3369
4896.660,14.3309
4897.789,14.2919
4898.916,14.5469
4900.045,13.7194
4901.172,14.5312
4902.300,15.3279
4903.431,14.0014
4904.559,14.5130
4905.689,15.4409
4906.818,15.7639
4907.950,14.8964
4909.079,14.3993
4910.208,15.2526
4911.340,14.8015
4912.470,15.3064
4913.603,15.3542
4914.733,13.3545
4915.867,13.6108
4916.998,14.8232
4918.131,14.2349
4919.263,15.0989
4920.395,14.8225
4921.529,15.1768
4922.661,15.2138
4923.796,14.3106
4924.929,14.8300
4926.065,14.5528
4927.198,13.8172
4928.332,13.8236
4929.468,15.3933
4930.602,14.2824
4931.739,13.8648
4932.874,14.3040
4934.011,13.9000
4935.146,13.9084
4936.281,13.0507
4937.419,14.4067
4938.556,14.8935
4939.694,14.4594
4940.831,14.5647
4941.970,14.3945
4943.107,15.0033
4944.244,15.7028
4945.384,15.4091
4946.522,14.7091
4947.663,14.6293
4948.801,15.3120
4949.942,14.3503
4951.081,14.0346
4952.220,15.4361
4953.362,15.6500
4954.501,16.6801
4955.644,16.9731
4956.784,18.8561
4957.927,18.9512
4959.067,18.3855
4960.208,17.1178
4961.352,17.3963
4962.493,15.4192
4963.638,13.4411
4964.779,15.1422
4965.924,13.8473
4967.067,13.8225
4968.209,13.8945
4969.355,14.6174
4970.498,14.4365
4971.645,14.3933
4972.788,14.2736
4973.935,13.9964
4975.079,14.9864
4976.224,14.8752
4977.371,14.9858
4978.516,13.7283
4979.664,13.7654
4980.810,14.0737
4981.958,14.2294
4983.104,14.7545
4984.251,14.9889
4985.400,14.5660
4986.547,14.3192
4987.697,13.8903
4988.844,14.2162
4989.995,14.9393
4991.143,14.4749
4992.291,14.5505
4993.442,14.5930
4994.591,15.2116
4995.743,14.5386
4996.892,14.3216
4998.044,14.8331
4999.194,15.0307
5000.344,15.6536
5001.497,13.5931
5002.647,14.1898
5003.801,14.7053
5004.952,15.1666
5006.106,14.8213
5007.258,14.4178
5008.413,14.2521
5009.565,14.1758
5010.717,14.4791
5011.873,14.4957
5013.026,14.6767
5014.182,14.4553
5015.335,13.8138
5016.492,14.5483
5017.646,12.3826
5018.800,14.6591
5019.958,15.3563
5021.112,14.6009
5022.270,14.2229
5023.426,14.8982
5024.584,13.5303
5025.740,13.5241
5026.896,13.7733
5028.055,14.5089
5029.212,14.5416
5030.372,13.9563
5031.529,14.7144
5032.689,14.3776
5033.847,14.1327
5035.005,14.7321
5036.166,14.8740
5037.325,14.1382
5038.486,13.4575
5039.646,13.1684
5040.808,13.8255
5041.967,13.6120
5043.127,13.1275
5044.290,13.5433
5045.450,12.9306
5046.614,13.9446
5047.775,13.8792
5048.939,12.8716
5050.100,12.6977
5051.262,13.1338
5052.427,13.3512
5053.589,13.8534
5054.754,13.3859
5055.917,13.2392
5057.083,12.9013
5058.247,13.1116
5059.410,13.5755
5060.577,13.5053
5061.741,12.8549
5062.908,13.3558
5064.073,13.1006
5065.241,12.5870
5066.406,13.0829
5067.572,14.3757
5068.740,14.0648
5069.906,13.7264
5071.075,13.4271
5072.242,13.9472
5073.412,13.4440
5074.579,12.9586
5075.746,13.2646
5076.917,12.8439
5078.084,13.5760
5079.255,15.0910
5080.424,13.1081
5081.596,12.8031
5082.765,13.5430
5083.934,14.3197
5085.106,13.2806
5086.276,12.5967
5087.449,14.0552
5088.619,13.8461
5089.792,13.4086
5090.963,12.7852
5092.135,13.7606
5093.309,14.6793
5094.480,13.8192
5095.655,13.7606
5096.828,13.7433
5098.003,13.8112
5099.176,12.3588
5100.352,13.6830
5101.525,14.0727
5102.699,12.9979
5103.875,13.1065
5105.049,12.6358
5106.227,12.6914
5107.401,13.3713
5108.579,13.6278
5109.754,13.2189
5110.930,13.6723
5112.108,13.9483
5113.284,12.8333
5114.463,12.6115
5115.640,12.8787
5116.820,12.0736
5117.997,12.1696
5119.174,12.3508
5120.354,12.1188
5121.533,13.0456
5122.713,13.5935
5123.892,13.7807
5125.074,13.2234
5126.252,12.4274
5127.432,13.3151
5128.614,12.5981
5129.794,12.9968
5130.977,13.0897
5132.157,11.1851
5133.341,11.8945
5134.522,12.5454
5135.703,11.7487
5136.887,11.8535
5138.069,11.7305
5139.254,11.8675
5140.436,11.1279
5141.622,13.5511
5142.804,14.7964
5143.987,15.6417
5145.174,16.1404
5146.357,17.7433
5147.544,16.8333
5148.728,16.3240
5149.916,15.8446
5151.100,15.4357
5152.285,13.8542
5153.473,13.2928
5154.659,13.7648
5155.848,14.3444
5157.034,13.7989
5158.223,13.7122
5159.410,13.6509
5160.596,13.9275
5161.786,13.8708
5162.974,14.4082
5164.165,14.8809
5165.353,14.2518
5166.543,14.3413
5167.732,13.8999
5168.921,14.2234
5170.113,13.5352
5171.302,14.1909
5172.495,15.5543
5173.685,13.6961
5174.878,13.5287
5176.068,14.7210
5177.259,14.3571
5178.453,15.7140
5179.644,13.8862
5180.838,14.0998
5182.030,13.3328
5183.225,13.3048
5184.417,14.8295
5185.610,13.2903
5186.806,13.3040
5188.000,13.5682
5189.196,13.0159
5190.390,13.2779
5191.586,13.4638
5192.781,13.7656
5193.978,13.6073
5195.173,13.8302
5196.368,12.6818
5197.566,13.6956
5198.762,13.3460
5199.961,13.0230
5201.157,13.4706
5202.356,13.0810
5203.553,13.2279
5204.750,13.3966
5205.951,14.1703
5207.148,13.4819
5208.349,13.4566
5209.547,13.9121
5210.749,11.8863
5211.947,12.9464
5213.146,13.6882
5214.348,13.0706
5215.548,13.2479
5216.750,12.7154
5217.951,13.3557
5219.154,12.6378
5220.354,12.8412
5221.556,13.3413
5222.760,13.2686
5223.961,12.8629
5225.166,12.3106
5226.368,11.3828
5227.573,11.5922
5228.775,12.5748
5229.979,13.1157
5231.185,11.0220
5232.388,12.4758
5233.594,12.8559
5234.798,12.0361
5236.005,12.2749
5237.210,12.2974
5238.415,11.7683
5239.623,11.9543
5240.828,12.4283
5242.037,12.8624
5243.243,13.0718
5244.452,12.6661
5245.658,13.4305
5246.865,12.5646
5248.075,12.2653
5249.282,13.2179
5250.493,13.0397
